Prediction,Target,Diff,AbsError
1.4679146298754446,4.5,-3.0320853701245554,3.0320853701245554
1.9707733307707547,5.00001,-3.029236669229245,3.029236669229245
1.9921256621028867,5.00001,-3.0078843378971127,3.0078843378971127
2.0198492145898683,5.0,-2.9801507854101317,2.9801507854101317
1.5222276452502426,4.5,-2.9777723547497574,2.9777723547497574
2.038818608519954,5.00001,-2.9611913914800456,2.9611913914800456
1.0472117870713238,4.0,-2.9527882129286764,2.9527882129286764
2.055149694213641,5.00001,-2.9448603057863587,2.9448603057863587
1.9523851853433476,4.896,-2.9436148146566525,2.9436148146566525
3.6636610031887105,0.735,2.9286610031887106,2.9286610031887106
2.104922459972115,5.00001,-2.895087540027885,2.895087540027885
2.1166309653843283,5.00001,-2.8833790346156714,2.8833790346156714
0.2247847942804515,3.1,-2.875215205719549,2.875215205719549
1.6274113235143557,4.5,-2.8725886764856443,2.8725886764856443
1.8795593212794717,4.75,-2.870440678720528,2.870440678720528
2.131499148353363,5.00001,-2.8685108516466364,2.8685108516466364
2.1345615960638376,5.00001,-2.865448403936162,2.865448403936162
4.727248379361175,1.875,2.852248379361175,2.852248379361175
1.6552812959534156,4.5,-2.8447187040465844,2.8447187040465844
2.1559005894851504,5.00001,-2.8441094105148492,2.8441094105148492
3.514857780586473,0.675,2.839857780586473,2.839857780586473
1.9273647448663827,4.767,-2.8396352551336177,2.8396352551336177
4.824003256651137,2.0,2.824003256651137,2.824003256651137
4.072318337121185,1.25,2.8223183371211853,2.8223183371211853
1.6861095058154392,4.5,-2.8138904941845606,2.8138904941845606
1.70310076991066,4.5,-2.7968992300893403,2.7968992300893403
2.221794537229654,5.00001,-2.7782154627703455,2.7782154627703455
2.1162626274574317,4.889,-2.7727373725425686,2.7727373725425686
2.2444222405931984,5.00001,-2.7555877594068012,2.7555877594068012
2.248304197500621,5.00001,-2.751705802499379,2.751705802499379
2.2506179210156643,5.00001,-2.7493920789843354,2.7493920789843354
2.250832432438125,5.00001,-2.749177567561875,2.749177567561875
2.25667182360315,5.00001,-2.7433381763968496,2.7433381763968496
1.167046111354629,3.908,-2.740953888645371,2.740953888645371
2.2745303982477743,5.00001,-2.7254796017522254,2.7254796017522254
1.7763163543802147,4.5,-2.7236836456197855,2.7236836456197855
2.278279253404269,5.00001,-2.7217307465957306,2.7217307465957306
2.2844972160446146,5.00001,-2.715512783955385,2.715512783955385
2.294017009594176,5.00001,-2.7059929904058238,2.7059929904058238
2.2943405898560605,5.00001,-2.705669410143939,2.705669410143939
1.7448374438072083,4.45,-2.705162556192792,2.705162556192792
1.7981116910158037,4.5,-2.7018883089841963,2.7018883089841963
2.3040963704747033,5.00001,-2.6959136295252963,2.6959136295252963
2.312462800655281,5.00001,-2.6875471993447184,2.6875471993447184
0.8139441926054196,3.5,-2.68605580739458,2.68605580739458
1.6664003023919953,4.347,-2.680599697608005,2.680599697608005
2.266671571127485,4.932,-2.6653284288725154,2.6653284288725154
2.3445199085484916,5.00001,-2.655490091451508,2.655490091451508
2.0969295652765365,4.75,-2.6530704347234635,2.6530704347234635
1.8489221612556306,4.5,-2.6510778387443694,2.6510778387443694
0.09942103853991169,2.75,-2.6505789614600883,2.6505789614600883
4.0195969753201,1.375,2.6445969753201,2.6445969753201
2.3563271199890425,5.00001,-2.643682880010957,2.643682880010957
1.1345092628203748,3.75,-2.615490737179625,2.615490737179625
2.3914955978538135,5.00001,-2.608514402146186,2.608514402146186
2.3960111207440296,5.00001,-2.60399887925597,2.60399887925597
2.401495411601609,5.00001,-2.5985145883983907,2.5985145883983907
2.4173728376984,5.00001,-2.5826371623016,2.5826371623016
2.4222785607860216,5.00001,-2.577731439213978,2.577731439213978
1.9233001269747294,4.5,-2.5766998730252704,2.5766998730252704
0.9322735769297288,3.5,-2.567726423070271,2.567726423070271
2.434629528966581,5.0,-2.565370471033419,2.565370471033419
2.3408046467159185,4.9,-2.559195353284082,2.559195353284082
2.4427236088504247,5.00001,-2.557286391149575,2.557286391149575
2.444199081140879,5.00001,-2.5558109188591205,2.5558109188591205
2.4454541386857898,5.00001,-2.55455586131421,2.55455586131421
2.459484501104007,5.00001,-2.5405254988959927,2.5405254988959927
2.4638114853008677,5.00001,-2.536198514699132,2.536198514699132
2.2603938181388425,4.786,-2.525606181861157,2.525606181861157
2.227131026652052,4.75,-2.522868973347948,2.522868973347948
1.9778712163874888,4.5,-2.5221287836125112,2.5221287836125112
2.4799991862310984,5.00001,-2.5200108137689012,2.5200108137689012
1.9883350018742303,4.5,-2.5116649981257697,2.5116649981257697
2.4906549602596137,5.00001,-2.509355039740386,2.509355039740386
2.495545186345615,5.00001,-2.504464813654385,2.504464813654385
2.4987526272163314,5.00001,-2.501257372783668,2.501257372783668
2.377967626780581,4.868,-2.490032373219419,2.490032373219419
2.518992846574107,5.0,-2.481007153425893,2.481007153425893
1.646381666465603,4.125,-2.478618333534397,2.478618333534397
2.5303726966936293,5.0,-2.4696273033063707,2.4696273033063707
2.5333202567332194,5.00001,-2.4666897432667803,2.4666897432667803
2.533799209206872,5.00001,-2.4662107907931277,2.4662107907931277
2.5358629188674535,5.00001,-2.464147081132546,2.464147081132546
2.537006979551323,5.00001,-2.4630030204486766,2.4630030204486766
2.5402577078715463,5.00001,-2.4597522921284534,2.4597522921284534
2.5422428355755216,5.00001,-2.457767164424478,2.457767164424478
1.3461854131084432,3.8,-2.4538145868915566,2.4538145868915566
1.7499953388388216,4.2,-2.4500046611611785,2.4500046611611785
2.5571114316912675,5.00001,-2.442898568308732,2.442898568308732
2.558636134936434,5.00001,-2.4413738650635657,2.4413738650635657
2.5610087363214347,5.00001,-2.439001263678565,2.439001263678565
2.56139056632173,5.00001,-2.43861943367827,2.43861943367827
5.934517447295237,3.5,2.434517447295237,2.434517447295237
2.5660638381008405,5.00001,-2.433946161899159,2.433946161899159
2.5670776987794373,5.00001,-2.4329323012205624,2.4329323012205624
2.8318768549446345,0.4,2.4318768549446346,2.4318768549446346
2.5771927543107895,5.00001,-2.42281724568921,2.42281724568921
2.5781139188161957,5.00001,-2.421896081183804,2.421896081183804
2.580319021596391,5.00001,-2.4196909784036085,2.4196909784036085
2.081178146966407,4.5,-2.418821853033593,2.418821853033593
-0.7924747033067505,1.625,-2.4174747033067505,2.4174747033067505
2.58258189467323,5.00001,-2.4174281053267697,2.4174281053267697
2.583659214947193,5.00001,-2.4163507850528068,2.4163507850528068
2.5840128465056535,5.0,-2.4159871534943465,2.4159871534943465
1.6897039588667886,4.1,-2.4102960411332113,2.4102960411332113
2.5962645987616044,5.00001,-2.403745401238395,2.403745401238395
1.9810368990170384,4.383,-2.401963100982962,2.401963100982962
2.6010916514081015,5.0,-2.3989083485918985,2.3989083485918985
1.7921327337145598,4.185,-2.3928672662854398,2.3928672662854398
2.6092421992640924,5.00001,-2.3907678007359072,2.3907678007359072
2.6113116268407657,5.00001,-2.388698373159234,2.388698373159234
1.113306989799968,3.5,-2.386693010200032,2.386693010200032
2.614127821499215,5.0,-2.385872178500785,2.385872178500785
7.384189027804508,5.00001,2.3841790278045085,2.3841790278045085
2.6313097209836784,5.00001,-2.368700279016321,2.368700279016321
0.7686161407826493,3.134,-2.3653838592173506,2.3653838592173506
2.6350840453536213,5.00001,-2.3649259546463783,2.3649259546463783
2.6360873334592996,5.00001,-2.3639226665407,2.3639226665407
2.512764859615045,4.875,-2.362235140384955,2.362235140384955
2.654642435118687,5.00001,-2.345367564881313,2.345367564881313
2.657507520929181,5.00001,-2.3425024790708187,2.3425024790708187
2.6620310391563446,5.0,-2.3379689608436554,2.3379689608436554
-0.08519452985095066,2.25,-2.3351945298509507,2.3351945298509507
2.6666409082782896,5.00001,-2.33336909172171,2.33336909172171
2.670178066100096,5.00001,-2.3298319338999036,2.3298319338999036
2.600228562896964,4.929,-2.328771437103036,2.328771437103036
1.1759654589393738,3.5,-2.3240345410606262,2.3240345410606262
2.67704087092169,5.00001,-2.3229691290783094,2.3229691290783094
2.6890708432761565,5.00001,-2.310939156723843,2.310939156723843
2.6939193154784244,5.00001,-2.306090684521575,2.306090684521575
1.1980339475760207,3.5,-2.301966052423979,2.301966052423979
2.7035340370029894,5.00001,-2.29647596299701,2.29647596299701
2.679692780699823,4.974,-2.294307219300177,2.294307219300177
2.7075419679805726,5.00001,-2.292468032019427,2.292468032019427
2.7089287512498603,5.00001,-2.2910812487501393,2.2910812487501393
2.7107101367126045,5.00001,-2.289299863287395,2.289299863287395
1.2107773606206307,3.5,-2.2892226393793695,2.2892226393793695
1.213436791165623,3.5,-2.286563208834377,2.286563208834377
2.7151919363784462,5.00001,-2.2848180636215534,2.2848180636215534
2.718329820475258,5.00001,-2.2816801795247414,2.2816801795247414
0.9694208694701933,3.25,-2.280579130529807,2.280579130529807
2.7202009607001427,5.00001,-2.279809039299857,2.279809039299857
2.7207848731663438,5.0,-2.2792151268336562,2.2792151268336562
3.0283179458522933,0.75,2.2783179458522933,2.2783179458522933
2.2231695294906118,4.5,-2.2768304705093882,2.2768304705093882
1.226024408952552,3.5,-2.273975591047448,2.273975591047448
2.728225859792939,5.00001,-2.2717841402070604,2.2717841402070604
2.735232333586051,5.00001,-2.2647776664139485,2.2647776664139485
2.741662324552416,5.00001,-2.2583476754475837,2.2583476754475837
2.216872581295644,4.474,-2.257127418704356,2.257127418704356
2.7586649496451736,5.00001,-2.241345050354826,2.241345050354826
1.4266967766689618,3.667,-2.240303223331038,2.240303223331038
2.762329794866622,5.00001,-2.2376802051333775,2.2376802051333775
2.262526206882375,4.5,-2.237473793117625,2.237473793117625
2.7633425031499517,5.00001,-2.236667496850048,2.236667496850048
1.2655987454484925,3.5,-2.2344012545515075,2.2344012545515075
2.7670721240553364,5.00001,-2.232937875944663,2.232937875944663
2.768604750524611,5.00001,-2.2314052494753884,2.2314052494753884
2.7740277136347387,5.00001,-2.225982286365261,2.225982286365261
2.774040773280567,5.00001,-2.2259692267194326,2.2259692267194326
2.732211459149377,4.958,-2.225788540850623,2.225788540850623
2.2749349267740286,4.5,-2.2250650732259714,2.2250650732259714
2.776516426746502,5.00001,-2.2234935732534975,2.2234935732534975
2.777851300838927,5.00001,-2.2221586991610724,2.2221586991610724
1.2781887481978345,3.5,-2.2218112518021655,2.2218112518021655
2.734474768610705,4.956,-2.2215252313892955,2.2215252313892955
2.7825384316654547,5.00001,-2.217471568334545,2.217471568334545
2.7863290007158654,5.00001,-2.213680999284134,2.213680999284134
2.3717172977841257,4.583,-2.2112827022158745,2.2112827022158745
0.03883730597686563,2.25,-2.2111626940231344,2.2111626940231344
2.7909411228181638,5.00001,-2.209068877181836,2.209068877181836
2.1675729546563365,4.375,-2.2074270453436635,2.2074270453436635
2.7976624253719145,5.00001,-2.202347574628085,2.202347574628085
1.9744148837893924,4.176,-2.201585116210608,2.201585116210608
2.798955419598868,5.00001,-2.2010545804011317,2.2010545804011317
2.8049101204757245,5.00001,-2.195099879524275,2.195099879524275
1.9877483652726755,4.182,-2.194251634727325,2.194251634727325
2.6950644118834446,4.889,-2.1939355881165556,2.1939355881165556
1.727424245980311,3.921,-2.1935757540196885,2.1935757540196885
2.806527255972393,5.00001,-2.1934827440276066,2.1934827440276066
1.3157746593283752,3.5,-2.1842253406716248,2.1842253406716248
2.4829277167278336,4.667,-2.184072283272166,2.184072283272166
2.8160473478148424,5.00001,-2.183962652185157,2.183962652185157
2.818634471104825,5.00001,-2.181375528895175,2.181375528895175
2.820202141421857,5.00001,-2.1798078585781426,2.1798078585781426
2.459784616340346,0.283,2.176784616340346,2.176784616340346
2.823977772343225,5.00001,-2.1760322276567745,2.1760322276567745
2.4716754299396664,4.643,-2.1713245700603334,2.1713245700603334
2.41309094065675,4.583,-2.1699090593432504,2.1699090593432504
2.8335520382217423,5.00001,-2.1664579617782573,2.1664579617782573
2.086288259661252,4.25,-2.163711740338748,2.163711740338748
1.588643838977785,3.75,-2.1613561610222147,2.1613561610222147
2.838803714840135,5.00001,-2.1612062851598646,2.1612062851598646
2.6960342198369265,4.85,-2.153965780163073,2.153965780163073
2.8470680105349846,5.00001,-2.152941989465015,2.152941989465015
2.8471246177780802,5.00001,-2.1528853822219194,2.1528853822219194
2.099029128721276,4.25,-2.150970871278724,2.150970871278724
2.825945730914305,0.675,2.150945730914305,2.150945730914305
1.5631146382035934,3.714,-2.1508853617964068,2.1508853617964068
2.68512644948496,4.833,-2.1478735505150404,2.1478735505150404
2.854672274976512,5.00001,-2.1453377250234875,2.1453377250234875
1.2273008001290835,3.372,-2.1446991998709164,2.1446991998709164
2.857067671500353,5.0,-2.142932328499647,2.142932328499647
2.8571934441151248,5.00001,-2.142816555884875,2.142816555884875
2.444672512418105,4.586,-2.1413274875818953,2.1413274875818953
2.8593644566999985,5.00001,-2.140645543300001,2.140645543300001
2.861270082643958,5.00001,-2.1387399173560415,2.1387399173560415
2.8633277386056277,5.00001,-2.136682261394372,2.136682261394372
2.44105565256623,4.577,-2.13594434743377,2.13594434743377
2.7978000323592296,4.933,-2.1351999676407702,2.1351999676407702
2.865236069111246,5.00001,-2.1347739308887537,2.1347739308887537
1.3661488749433186,3.5,-2.1338511250566814,2.1338511250566814
2.502379300217777,4.636,-2.133620699782223,2.133620699782223
2.867936338760887,5.00001,-2.1320736612391125,2.1320736612391125
2.7802459421791452,4.912,-2.1317540578208547,2.1317540578208547
2.281570190412534,0.14999,2.131580190412534,2.131580190412534
2.6233090286387313,4.75,-2.1266909713612687,2.1266909713612687
1.1253217315023263,3.25,-2.1246782684976737,2.1246782684976737
2.8764747263369395,5.00001,-2.12353527366306,2.12353527366306
2.2459976667047488,4.364,-2.118002333295251,2.118002333295251
2.8821459312120883,5.00001,-2.1178640687879113,2.1178640687879113
2.8832534897474917,5.00001,-2.116756510252508,2.116756510252508
2.3842434154096983,4.5,-2.1157565845903017,2.1157565845903017
2.8845272675699754,5.00001,-2.1154827324300243,2.1154827324300243
2.8860243117704796,5.00001,-2.11398568822952,2.11398568822952
2.886718734397326,5.00001,-2.1132912656026734,2.1132912656026734
2.88869385295246,5.00001,-2.1113161470475394,2.1113161470475394
2.892279576740364,5.00001,-2.1077304232596354,2.1077304232596354
2.5805302550408333,0.475,2.1055302550408332,2.1055302550408332
2.752693008041494,4.857,-2.1043069919585062,2.1043069919585062
2.64042609758994,4.743,-2.1025739024100605,2.1025739024100605
2.897926478070111,5.00001,-2.1020835219298886,2.1020835219298886
2.9024441267227648,5.00001,-2.097565873277235,2.097565873277235
2.504912822710693,4.6,-2.0950871772893067,2.0950871772893067
2.0314690162315903,4.125,-2.0935309837684097,2.0935309837684097
2.9066138706195304,5.00001,-2.0933961293804693,2.0933961293804693
1.6681602597650889,3.761,-2.0928397402349113,2.0928397402349113
2.907228892914454,5.00001,-2.0927811070855458,2.0927811070855458
2.908947063659617,5.00001,-2.0910629363403825,2.0910629363403825
2.9104799464636315,5.00001,-2.089530053536368,2.089530053536368
2.460782750742976,4.55,-2.089217249257024,2.089217249257024
1.4116370587965723,3.5,-2.0883629412034277,2.0883629412034277
2.9143760333752953,5.00001,-2.0856339666247043,2.0856339666247043
2.358562270168288,4.444,-2.085437729831712,2.085437729831712
2.3865922684564684,4.471,-2.0844077315435316,2.0844077315435316
2.7859950267851086,4.869,-2.083004973214891,2.083004973214891
2.917063111721176,5.00001,-2.0829468882788236,2.0829468882788236
2.9187076004572674,5.0,-2.0812923995427326,2.0812923995427326
2.919662982269271,5.00001,-2.0803470177307286,2.0803470177307286
1.9450895179449155,4.025,-2.0799104820550847,2.0799104820550847
2.8448295483068273,4.923,-2.0781704516931727,2.0781704516931727
2.9247605838961537,5.00001,-2.075249416103846,2.075249416103846
2.928056844599263,5.00001,-2.0719531554007364,2.0719531554007364
2.928336810675708,5.00001,-2.0716731893242915,2.0716731893242915
2.9305455996117087,5.00001,-2.069464400388291,2.069464400388291
2.930890394052828,5.0,-2.069109605947172,2.069109605947172
2.9311631429159757,5.0,-2.0688368570840243,2.0688368570840243
2.4405195971245393,4.508,-2.0674804028754608,2.0674804028754608
2.932573690085328,5.00001,-2.0674363099146715,2.0674363099146715
2.7461626530273535,4.808,-2.0618373469726463,2.0618373469726463
2.7120287902155455,4.773,-2.060971209784454,2.060971209784454
2.888804444349244,4.944,-2.055195555650756,2.055195555650756
2.946784067519141,5.0,-2.053215932480859,2.053215932480859
2.5185450742638023,4.569,-2.0504549257361977,2.0504549257361977
2.135789748539264,4.184,-2.0482102514607363,2.0482102514607363
2.953260894053736,5.00001,-2.0467491059462635,2.0467491059462635
2.95607740556828,5.00001,-2.0439325944317197,2.0439325944317197
2.9601179041709513,5.00001,-2.0398920958290483,2.0398920958290483
2.9613876331484255,5.00001,-2.038622366851574,2.038622366851574
2.962046374297536,5.00001,-2.0379636257024636,2.0379636257024636
2.527145067327038,4.562,-2.034854932672962,2.034854932672962
2.965748970536158,5.00001,-2.0342610294638415,2.0342610294638415
2.9659649744119023,5.00001,-2.0340450255880973,2.0340450255880973
-0.03393907073895619,2.0,-2.033939070738956,2.033939070738956
2.966213722149338,5.0,-2.033786277850662,2.033786277850662
2.967461019655123,5.00001,-2.0325489803448766,2.0325489803448766
2.967753315950695,5.00001,-2.0322566840493046,2.0322566840493046
2.969897721853216,5.00001,-2.0301122781467837,2.0301122781467837
2.9254583077422613,4.955,-2.0295416922577387,2.0295416922577387
2.972066002374383,5.00001,-2.027943997625617,2.027943997625617
1.4752473587836459,3.5,-2.024752641216354,2.024752641216354
2.9764368579537526,5.00001,-2.023573142046247,2.023573142046247
2.980376358728312,5.00001,-2.0196336412716875,2.0196336412716875
2.9834086425614013,5.00001,-2.0166013574385984,2.0166013574385984
7.0161966659993915,5.00001,2.016186665999392,2.016186665999392
2.2740713417750342,4.29,-2.015928658224966,2.015928658224966
2.1948602584547996,4.208,-2.0131397415452006,2.0131397415452006
1.5880138699479776,3.6,-2.0119861300520228,2.0119861300520228
2.996138500238292,5.00001,-2.0038714997617078,2.0038714997617078
2.9962509840609846,5.00001,-2.003759015939015,2.003759015939015
1.7514271737811837,3.75,-1.9985728262188163,1.9985728262188163
1.5023025083165211,3.5,-1.9976974916834789,1.9976974916834789
3.0036784533959855,5.00001,-1.9963315466040141,1.9963315466040141
2.6153748151330154,4.611,-1.9956251848669844,1.9956251848669844
3.007153254115475,5.00001,-1.9928567458845245,1.9928567458845245
3.007703506155178,5.00001,-1.9923064938448216,1.9923064938448216
3.0078101178970655,5.00001,-1.992199882102934,1.992199882102934
3.008184764392233,5.00001,-1.9918252356077666,1.9918252356077666
3.008725267264775,5.00001,-1.9912847327352248,1.9912847327352248
3.0097691328617273,5.00001,-1.9902408671382723,1.9902408671382723
3.0130062601999157,5.00001,-1.987003739800084,1.987003739800084
3.0141318051713992,5.00001,-1.9858781948286004,1.9858781948286004
2.5144970310968775,4.5,-1.9855029689031225,1.9855029689031225
2.4853721526761303,4.469,-1.98362784732387,1.98362784732387
3.017549055678501,5.00001,-1.9824609443214984,1.9824609443214984
3.019195828498438,5.00001,-1.9808141715015615,1.9808141715015615
3.019284043125209,5.0,-1.980715956874791,1.980715956874791
2.869937182381255,4.85,-1.9800628176187445,1.9800628176187445
2.8542038079408614,0.875,1.9792038079408614,1.9792038079408614
2.5220437946865215,4.5,-1.9779562053134785,1.9779562053134785
2.1704938502985365,4.148,-1.9775061497014632,1.9775061497014632
2.7373263999967934,4.714,-1.976673600003207,1.976673600003207
3.025666574761658,5.00001,-1.9743434252383416,1.9743434252383416
2.4839002172373044,4.457,-1.9730997827626955,1.9730997827626955
3.029661580142646,5.00001,-1.9703484198573538,1.9703484198573538
3.03072534802069,5.0,-1.96927465197931,1.96927465197931
2.4603380876320817,4.429,-1.9686619123679185,1.9686619123679185
6.966392937913287,5.00001,1.9663829379132878,1.9663829379132878
3.0338815830247556,5.00001,-1.966128416975244,1.966128416975244
3.0343161081740986,5.00001,-1.965693891825901,1.965693891825901
1.5347468773955146,3.5,-1.9652531226044854,1.9652531226044854
3.035122337701636,5.00001,-1.9648876622983638,1.9648876622983638
2.419337087215281,4.383,-1.9636629127847192,1.9636629127847192
3.0366575664279756,5.00001,-1.963352433572024,1.963352433572024
3.0369501147602387,5.00001,-1.963059885239761,1.963059885239761
2.2876194869885986,4.25,-1.9623805130114014,1.9623805130114014
2.4474233680828954,4.409,-1.9615766319171044,1.9615766319171044
1.5423908893243556,3.5,-1.9576091106756444,1.9576091106756444
3.0434768024007353,5.00001,-1.9565331975992644,1.9565331975992644
2.2966359601793553,4.25,-1.9533640398206447,1.9533640398206447
3.0479893355460086,5.00001,-1.952020664453991,1.952020664453991
1.5513649905280715,3.5,-1.9486350094719285,1.9486350094719285
1.8017043815394178,3.75,-1.9482956184605822,1.9482956184605822
3.052234772062342,5.00001,-1.9477752279376577,1.9477752279376577
1.5523124280349718,3.5,-1.9476875719650282,1.9476875719650282
2.178040995512588,4.125,-1.9469590044874119,1.9469590044874119
2.508624005915176,4.452,-1.9433759940848239,1.9433759940848239
3.059830041797939,5.00001,-1.9401799582020605,1.9401799582020605
4.395454853555075,2.458,1.9374548535550744,1.9374548535550744
2.3930216532539847,4.328,-1.9349783467460155,1.9349783467460155
1.8150321100100268,3.75,-1.9349678899899732,1.9349678899899732
3.0651009512691574,5.0,-1.9348990487308426,1.9348990487308426
2.969213655764897,4.904,-1.934786344235103,1.934786344235103
2.565704644494524,4.5,-1.9342953555054758,1.9342953555054758
3.3081947982524524,1.375,1.9331947982524524,1.9331947982524524
3.0681455721389876,5.00001,-1.931864427861012,1.931864427861012
3.068642822305823,5.00001,-1.9313671776941765,1.9313671776941765
6.9313583661899525,5.00001,1.9313483661899529,1.9313483661899529
2.5691863920229374,4.5,-1.9308136079770626,1.9308136079770626
2.9673367245903535,4.898,-1.9306632754096462,1.9306632754096462
1.4032787556562811,3.333,-1.929721244343719,1.929721244343719
2.9821930763145263,1.054,1.9281930763145263,1.9281930763145263
2.4405597479794974,4.368,-1.927440252020503,1.927440252020503
2.6577530380034835,4.585,-1.9272469619965165,1.9272469619965165
3.074843108729831,5.00001,-1.9251668912701687,1.9251668912701687
0.199846577688372,2.125,-1.925153422311628,1.925153422311628
3.0756457508175967,5.00001,-1.924364249182403,1.924364249182403
2.1858726462909392,4.107,-1.921127353709061,1.921127353709061
2.6136603108875316,4.534,-1.9203396891124682,1.9203396891124682
2.5234006101745496,4.443,-1.91959938982545,1.91959938982545
3.0822379982970576,5.00001,-1.917772001702942,1.917772001702942
2.0222389152759916,3.94,-1.9177610847240083,1.9177610847240083
3.084875048960942,5.00001,-1.9151349510390578,1.9151349510390578
2.585127527063345,4.5,-1.914872472936655,1.914872472936655
2.774024584732845,4.688,-1.9139754152671546,1.9139754152671546
3.0885209431289997,5.00001,-1.911489056871,1.911489056871
2.2504198993182936,4.161,-1.910580100681706,1.910580100681706
2.564692907429942,4.474,-1.9093070925700584,1.9093070925700584
0.8434563085851803,2.75,-1.9065436914148197,1.9065436914148197
2.580705617999633,0.675,1.9057056179996328,1.9057056179996328
2.9275202084269076,4.833,-1.9054797915730926,1.9054797915730926
2.4615658000973197,4.367,-1.9054341999026803,1.9054341999026803
2.887424179075982,4.79,-1.9025758209240182,1.9025758209240182
3.0981968702569724,5.00001,-1.9018131297430272,1.9018131297430272
2.714783306147983,0.813,1.9017833061479832,1.9017833061479832
3.1007106913908205,5.00001,-1.8992993086091792,1.8992993086091792
2.4584771844106332,4.357,-1.898522815589367,1.898522815589367
1.9743750388938748,3.872,-1.897624961106125,1.897624961106125
2.175235305556569,4.07,-1.894764694443431,1.894764694443431
3.108647515435373,5.00001,-1.8913624845646266,1.8913624845646266
-0.2662459305151863,1.625,-1.8912459305151863,1.8912459305151863
3.1091468244733953,5.00001,-1.8908631755266043,1.8908631755266043
-0.1555153265598701,1.734,-1.88951532655987,1.88951532655987
1.6105177524069472,3.5,-1.8894822475930528,1.8894822475930528
3.0663223153143266,4.955,-1.8886776846856734,1.8886776846856734
3.1137743383395655,5.00001,-1.886235661660434,1.886235661660434
3.113779950599864,5.00001,-1.8862300494001358,1.8862300494001358
3.1138232217380475,5.00001,-1.8861867782619521,1.8861867782619521
2.6202974731682285,4.5,-1.8797025268317715,1.8797025268317715
2.435016747001982,4.314,-1.878983252998018,1.878983252998018
2.6212001855167752,4.5,-1.8787998144832248,1.8787998144832248
2.666483821061199,4.544,-1.8775161789388006,1.8775161789388006
3.1246224542304986,5.00001,-1.875387545769501,1.875387545769501
2.3454503344535587,4.22,-1.874549665546441,1.874549665546441
2.726871609330869,4.6,-1.8731283906691307,1.8731283906691307
1.8781131118752916,3.75,-1.8718868881247084,1.8718868881247084
3.1282518068499927,5.00001,-1.871758193150007,1.871758193150007
6.871631275441414,5.00001,1.8716212754414148,1.8716212754414148
